name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
Unstoppable - FKJ Remix,Unstoppable (FKJ Remix),Lianne La Havas,0mBe4dWMRLXvrAs8ixpmbp,2015-07-05,52,0.647,0.562,0.495,-7.733,0
Can't Fight,Lianne La Havas,Lianne La Havas,2gnvh9HRH5fCo5iDQXMvQN,2020-07-17,60,0.737,0.522,0.768,-9.205,0
Grow,Blood,Lianne La Havas,12iM6FO2IN8ZoZ1qq1Hgv0,2015-07-31,38,0.484,0.593,0.616,-6.094,0
Is Your Love Big Enough?,Is Your Love Big Enough?,Lianne La Havas,77fhhezMh8llUQ4ma1RBsr,2012-07-06,37,0.546,0.718,0.677,-5.243,0
Needn't Speak (feat. Lianne La Havas),We the Generation,Rudimental,63DzV0xhu4rjafsSqrdWSm,2015-10-02,41,0.676,0.569,0.612,-9.096,0
There Is a Light That Never Goes Out - 2017 Master,The Queen Is Dead (Deluxe Edition),The Smiths,3mkS1alZdcdBQuIMad8aee,1986-06-16,57,0.513,0.77,0.849,-5.131,0
Heaven Knows I'm Miserable Now - 2011 Remaster,Louder Than Bombs,The Smiths,1H5N26VqHR4JhuaRKY2I0u,1987,67,0.609,0.759,0.774,-4.862,0
Reel Around the Fountain - 2011 Remaster,Complete,The Smiths,7iuIchnmtuvvI07Fsf9dWw,2011-09-26,38,0.67,0.571,0.899,-9.976,0
You've Got Everything Now - 2011 Remaster,Complete,The Smiths,44YNrK1HKWST0a6hKIyfG5,2011-09-26,36,0.514,0.792,0.835,-7.732,0
Miserable Lie - 2011 Remaster,Complete,The Smiths,7GXstAUWUSm9xrNJbwwYRY,2011-09-26,34,0.346,0.928,0.528,-6.549,0
Pretty Girls Make Graves - 2011 Remaster,Complete,The Smiths,3odeI3jAQlsgfwDiRfBuy5,2011-09-26,36,0.614,0.663,0.778,-9.059,0
The Hand That Rocks the Cradle - 2011 Remaster,Complete,The Smiths,50ua75COnb8Tj200EW5Dyb,2011-09-26,33,0.621,0.766,0.936,-10.043,0
This Charming Man - 2011 Remaster,Complete,The Smiths,0TcbsirlFw81kQUAdhdXPw,2011-09-26,39,0.611,0.846,0.751,-5.9,0
Still Ill - 2011 Remaster,Complete,The Smiths,6cKrw1ZfA0cLeiIXKBu7NF,2011-09-26,36,0.404,0.927,0.49,-7.568,0
Hand in Glove - 2011 Remaster,Complete,The Smiths,4Iby9UapWJmVS8SOJbx72u,2011-09-26,34,0.445,0.89,0.915,-7.242,0
What Difference Does It Make? - 2011 Remaster,Complete,The Smiths,4YE88VyRe31OBxQ5tlOPWW,2011-09-26,37,0.383,0.888,0.393,-6.503,0
I Don't Owe You Anything - 2011 Remaster,Complete,The Smiths,7hCtjVYuEA8G4srgXbxKww,2011-09-26,34,0.696,0.432,0.597,-9.881,0
Suffer Little Children - 2011 Remaster,Complete,The Smiths,1vkLg8wZ9tuetPZ1FhIS0Q,2011-09-26,32,0.633,0.51,0.711,-9.433,0
The Headmaster Ritual - 2011 Remaster,Complete,The Smiths,1hTcPePc2USb3JHv6Qf9VL,2011-09-26,33,0.388,0.955,0.693,-6.184,0
Rusholme Ruffians - 2011 Remaster,Complete,The Smiths,2d2xUQCWTHgt5Oh1VHU5FL,2011-09-26,31,0.592,0.895,0.901,-7.005,0
I Want the One I Can't Have - 2011 Remaster,Complete,The Smiths,63bqA18MfI86JU19zE5YrX,2011-09-26,33,0.35,0.957,0.64,-5.443,0
Nowhere Fast - 2011 Remaster,Complete,The Smiths,5w2wadefCblTBfpFOuMJOh,2011-09-26,31,0.503,0.893,0.832,-5.91,0
Well I Wonder - 2011 Remaster,Complete,The Smiths,6evlR7gkeGBbIpcunZlehG,2011-09-26,34,0.643,0.59,0.818,-10.843,0
Barbarism Begins at Home - 2011 Remaster,Complete,The Smiths,55qCRk7KyQzmraFz2kxMl3,2011-09-26,31,0.533,0.793,0.91,-5.953,0
The Queen Is Dead - 2011 Remaster,Complete,The Smiths,5wLxWB0Yk6cA1D2ZdAMhzE,2011-09-26,30,0.513,0.898,0.61,-6.242,0
"Frankly, Mr. Shankly - 2011 Remaster",Complete,The Smiths,2NzPrOBYFLEWsbvrMSIfom,2011-09-26,31,0.713,0.748,0.924,-6.53,0
Cemetry Gates - 2011 Remaster,Complete,The Smiths,3oR7wlVVulnvoa3tn0iT71,2011-09-26,31,0.55,0.796,0.622,-7.007,0
Bigmouth Strikes Again - 2011 Remaster,Complete,The Smiths,45F82J0VTUxMXHRb1B0Ot9,2011-09-26,34,0.401,0.901,0.839,-5.011,0
The Boy with the Thorn in His Side - 2011 Remaster,Complete,The Smiths,0KFe3rA9rLpIcqakXy4Vuz,2011-09-26,34,0.514,0.87,0.847,-6.516,0
Vicar in a Tutu - 2011 Remaster,Complete,The Smiths,2VSYsKvA2smlskkrMv4dtT,2011-09-26,28,0.495,0.882,0.807,-7.272,0
There Is a Light That Never Goes Out - 2011 Remaster,Complete,The Smiths,5KO4pescqTzrSUharDHr19,2011-09-26,34,0.523,0.769,0.876,-5.855,0
Some Girls Are Bigger Than Others - 2011 Remaster,Complete,The Smiths,3GpiJvVSxvd5KpYqzYOUuV,2011-09-26,36,0.525,0.927,0.308,-9.561,0
A Rush and a Push and the Land Is Ours - 2011 Remaster,Complete,The Smiths,4FPjs0zpLF5JayIcwsYudz,2011-09-26,31,0.67,0.64,0.633,-9.024,0
I Started Something I Couldn't Finish - 2011 Remaster,Complete,The Smiths,2gFbOnJ0kCntafvibQoggz,2011-09-26,29,0.581,0.851,0.703,-5.723,0
Death of a Disco Dancer - 2011 Remaster,Complete,The Smiths,1CkyIzJlawIIYmOxp4iRMN,2011-09-26,28,0.26,0.864,0.56,-7.599,0
Girlfriend in a Coma - 2011 Remaster,Complete,The Smiths,2E7YpXbtzQb5MZJMVQOXM9,2011-09-26,34,0.68,0.626,0.96,-8.519,0
Stop Me If You Think You've Heard This One Before - 2011 Remaster,Complete,The Smiths,12I5T5G9zY2Qy5EtrB09BH,2011-09-26,32,0.569,0.856,0.66,-6.668,0
Paint a Vulgar Picture - 2011 Remaster,Complete,The Smiths,4QDKpyCb2oqYbOg1tnBEn5,2011-09-26,27,0.559,0.679,0.65,-6.796,0
Death at One's Elbow - 2011 Remaster,Complete,The Smiths,6lf5aPfoVJTTBFXT51NNuA,2011-09-26,25,0.631,0.965,0.625,-6.327,0
"The Queen Is Dead - Live in London, 1986",Complete,The Smiths,6qBzIbb2OkWMxYR2vvTM4B,2011-09-26,25,0.282,0.938,0.429,-6.51,0
"Panic - Live in London, 1986",Complete,The Smiths,7qipnU5LmMdRAWfYc9Oq3u,2011-09-26,28,0.479,0.825,0.677,-6.972,0
"Vicar in a Tutu - Live in London, 1986",Complete,The Smiths,05RdOfgGX9cPAyfFq4NATA,2011-09-26,24,0.451,0.955,0.598,-6.468,0
"Ask - Live in London, 1986",Complete,The Smiths,2lF5Xy1CAr8m9nNJUD4AwP,2011-09-26,28,0.356,0.926,0.781,-7.027,0
"His Latest Flame / Rusholme Ruffians - Live in London, 1986; Medley",Complete,The Smiths,6bgWFPgpILQNec2xRDnJkp,2011-09-26,25,0.393,0.948,0.669,-6.975,0
"The Boy with the Thorn in His Side - Live in London, 1986",Complete,The Smiths,6njpKuxBQFmX5gIrzhSULc,2011-09-26,27,0.497,0.873,0.784,-6.821,0
"Rubber Ring / What She Said - Live in London, 1986",Complete,The Smiths,0uyFUIc9wTDO1DQbN81n7K,2011-09-26,25,0.373,0.944,0.575,-5.42,0
"Is It Really so Strange? - Live in London, 1986",Complete,The Smiths,4eHoyfIS5niCD5OyWH1jfr,2011-09-26,24,0.515,0.876,0.543,-7.586,0
"Cemetry Gates - Live in London, 1986",Complete,The Smiths,5rFPfCk3BdrlZswqEFPjlx,2011-09-26,24,0.411,0.866,0.69,-7.018,0
"The Draize Train - Live in London, 1986",Complete,The Smiths,2EvDqaughjonGihfePJvG6,2011-09-26,24,0.485,0.966,0.306,-6.812,0
"Still Ill - Live in London, 1986",Complete,The Smiths,1mexw3gP7Of9GeRyCe8C3m,2011-09-26,26,0.438,0.918,0.641,-7.075,0
"Bigmouth Strikes Again - Live in London, 1986",Complete,The Smiths,29xFO5rTKsna73VaVX1XBE,2011-09-26,26,0.36,0.963,0.319,-5.973,0
"William, It Was Really Nothing - 2011 Remaster",Complete,The Smiths,4Ti9EhcUVsDXo6FRDX9ChU,2011-09-26,28,0.517,0.939,0.487,-4.929,0
What Difference Does It Make? - John Peel Session 18/05/83,Complete,The Smiths,3fmRKDpB0AUrRzZom8dvzo,2011-09-26,27,0.371,0.962,0.457,-5.582,0
Instrumental,For the first time,"Black Country, New Road",6muaqhrGvRop2JyxjwWHhX,2021-02-05,50,0.533,0.568,0.629,-8.633,0
"Sea, Swallow Me",The Moon and the Melodies,Cocteau Twins,7vPHiwgCOAjSBRjAirbMvS,1986-11-10,67,0.454,0.673,0.827,-13.425,0
Heaven or Las Vegas,Heaven or Las Vegas,Cocteau Twins,0AxZUYeQ9bZwSdt1LmZuok,1990,66,0.202,0.804,0.418,-5.465,0
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,1DXD0wVXXHwUYo9AXbcMMI,1990,57,0.478,0.821,0.975,-6.729,0
"Sea, Swallow Me",The Moon and the Melodies,Cocteau Twins,0EtYctBNJJ4IMNR7skKfm3,1986-11-10,0,0.452,0.676,0.83,-13.418,0
Iceblink Luck,Heaven or Las Vegas,Cocteau Twins,0Coai3QxvjCXWMhVN1hpgE,1990,54,0.396,0.812,0.5,-5.704,0
Summerhead - Remastered 2006,Four Calender Cafe,Cocteau Twins,2IOCQhT0eWi9MP9Lp23rHt,1991-10-18,29,0.439,0.71,0.563,-6.366,0
Know Who You Are At Every Age - Remastered 2006,Four Calender Cafe,Cocteau Twins,4YSHoLncqj1lhwzrrwQ3hE,1991-10-18,36,0.585,0.675,0.634,-7.79,0
Orange Appled,Stars And Topsoil - A Collection 1982-1990,Cocteau Twins,3V6f1LN3vnF663AZI10u3J,2000-10-16,27,0.404,0.816,0.492,-7.295,0
Millimillenary,The Pink Opaque,Cocteau Twins,4dsJJuAVPjyPwxFQpfJusg,1986-01-13,40,0.46,0.545,0.651,-12.406,0
Pearly-Dewdrops' Drops,Stars And Topsoil - A Collection 1982-1990,Cocteau Twins,6quWkdjaWC5OrskbKTbuMl,2000-10-16,40,0.394,0.696,0.521,-10.143,0
Squeeze-Wax - Remastered 2006,Four Calender Cafe,Cocteau Twins,0GO9J5i77h9ZU493ZCToWS,1991-10-18,28,0.463,0.684,0.632,-7.129,0
A Kissed Out Red Floatboat,Blue Bell Knoll,Cocteau Twins,4QsKqWO5pmbiuavCT1HNPn,1988-09-19,35,0.485,0.945,0.972,-3.757,0
Psycho Killer - 2005 Remaster,Talking Heads '77 (Deluxe Version),Talking Heads,1i6N76fftMZhijOzFQ5ZtL,1977-09-16,74,0.721,0.521,0.942,-8.123,0
This Must Be the Place (Naive Melody) - 2005 Remaster,Speaking in Tongues (Deluxe Version),Talking Heads,6aBUnkXuCEQQHAlTokv9or,1983-05-31,72,0.942,0.641,0.966,-10.15,0
Once in a Lifetime - 2005 Remaster,Remain in Light (Deluxe Version),Talking Heads,38Ngied9rBORlAbLYNCl4k,1980-10-08,71,0.644,0.919,0.871,-6.289,0
Burning Down the House,Burning Down the House / I Get Wild / Wild Gravity,Talking Heads,2VNfJpwdEQBLyXajaa6LWT,1983-06-01,66,0.779,0.87,0.555,-13.141,0
Road to Nowhere,Little Creatures,Talking Heads,5gS8whHdcpbkdz0qonQZF8,1985-07-10,56,0.661,0.713,0.632,-7.825,0
Boys Don't Cry,Three Imaginary Boys,The Cure,1QFh8OH1e78dGd3VyJZCAC,1979-05-11,77,0.462,0.836,0.671,-5.766,0
Let's Go To Bed,Staring At The Sea - The Singles,The Cure,36MoryB9ZwIkF2rtVX1OsT,1986-01-01,39,0.8,0.747,0.676,-11.694,0
The Walk,Greatest Hits,The Cure,3YjrW1eYPTtcDwfGyDwdtn,2001-01-01,47,0.707,0.753,0.832,-6.554,0
The Lovecats,Japanese Whispers,The Cure,6q2T5xXao6mTS6LLE88L84,1983-01-01,62,0.747,0.571,0.965,-12.9,0
Inbetween Days,The Head On The Door,The Cure,4CRpOsjhvgxjF7rQufmyZ1,1985-08-26,66,0.546,0.836,0.735,-6.321,0
Close To Me,The Head On The Door (Remastered),The Cure,4xiyq1iRdsxuU1BPUJ490Z,1985-08-26,70,0.724,0.523,0.965,-11.139,0
Why Can't I Be You?,"Kiss Me, Kiss Me, Kiss Me",The Cure,4yvLuzn3JWfasEnHFVBbdM,1987-05-25,53,0.633,0.912,0.843,-7.31,0
Just Like Heaven,"Kiss Me, Kiss Me, Kiss Me",The Cure,5Qg8hWllFdbsu0Fp0Q5axn,1987-05-25,46,0.437,0.94,0.48,-6.946,0
Lullaby - Remastered,Disintegration (Deluxe Edition),The Cure,0ZYdUkAQmKHsaKRmq8tWSE,1989-05-02,62,0.719,0.553,0.573,-10.646,0
Lovesong - Remastered,Disintegration (Deluxe Edition),The Cure,2mIrfke7vosXAEWfz6ucyo,1989-05-02,68,0.611,0.791,0.856,-7.7,0
Never Enough,Greatest Hits,The Cure,6UgolctuOnKhe31mA4Xirx,2001-01-01,26,0.507,0.987,0.507,-3.874,0
High,Wish,The Cure,1jSSzUufGxJCzhSuJQaTrx,1992-04-21,0,0.624,0.713,0.792,-12.121,0
Friday I'm In Love,Wish,The Cure,20CNpCKq1oTdvekXaboyeq,1992-04-21,0,0.526,0.763,0.514,-12.663,0
Mint Car,Wild Mood Swings,The Cure,7qq2OOmApODpp23lPP7ds1,1996-05-06,47,0.617,0.945,0.788,-3.07,0
Wrong Number,Greatest Hits,The Cure,15x3PWxPj9L8oZyUfaJgAE,2001-01-01,24,0.555,0.965,0.49,-3.843,0
Cut Here,Greatest Hits,The Cure,5EXJR3VU8JqjTzsrF78QDr,2001-01-01,24,0.617,0.902,0.858,-3.775,0
Just Say Yes,Greatest Hits,The Cure,2qYtF5fdlcIHz9q1QNcidP,2001-01-01,22,0.618,0.963,0.578,-3.1,0
Brand New City,Lush,Mitski,3PXTIwwI5dmlgrY0iYQq4J,2012-01-31,70,0.482,0.831,0.659,-5.956,0
Townie,Bury Me At Makeout Creek,Mitski,2HUIm4ZmwC5aIEQQakmgO4,2014-11-11,12,0.31,0.884,0.276,-3.484,0
Real Men,Lush,Mitski,5pf3AX7eqShjqkvD1CjMYA,2012-01-31,66,0.761,0.412,0.717,-8.283,0
Nobody,Be the Cowboy,Mitski,6bTn1ovliI0OkjUNkiMBJq,2018-08-17,30,0.398,0.716,0.494,-5.254,0
Remember My Name,Be the Cowboy,Mitski,5sjIep4bUSbwGOlkFaWKhy,2018-08-17,8,0.326,0.691,0.597,-2.999,0
Why Didn't You Stop Me?,Be the Cowboy,Mitski,6yReUDu8b6PDNdLc0Z0djO,2018-08-17,15,0.607,0.86,0.556,-5.21,0
Washing Machine Heart,Be the Cowboy,Mitski,4Ys8jQvZOISzmp34BsImRf,2018-08-17,33,0.617,0.821,0.581,-4.085,0
Dan the Dancer,Puberty 2,Mitski,4AZdhSWmNLsJeh9jiZAXlR,2016-06-17,5,0.468,0.688,0.64,-8.177,0
Me and My Husband,Be the Cowboy,Mitski,5ErtQGRKEibK2WHaA729O8,2018-08-17,26,0.497,0.639,0.766,-5.31,0
Strawberry Blond,"Retired from Sad, New Career in Business",Mitski,3eGsNpXzcb1BDkfSJI54NY,2013-08-01,69,0.553,0.545,0.943,-8.299,0
Verbatim,Touch Up,Mother Mother,266Vb7ItE3o1q8HdJ9QOvn,2007-05-08,76,0.827,0.58,0.492,-6.809,0
O My Heart,O My Heart,Mother Mother,5CXqYKQgAy2U1p8JeyLgwo,2008-09-23,57,0.714,0.858,0.603,-5.035,0
Body,O My Heart,Mother Mother,0VmREvheUiN0xgM5fJYQqp,2008-09-23,72,0.596,0.633,0.473,-3.602,0
Hayloft,O My Heart,Mother Mother,2kS6td1yvmpNgZTt1q5pQq,2008-09-23,82,0.527,0.922,0.49,-2.666,0
Wrecking Ball,O My Heart,Mother Mother,2y51QpLzI5qbWfCcSx9Tu1,2008-09-23,66,0.664,0.797,0.284,-4.473,0
The Stand,Eureka,Mother Mother,6HSbHJSeDXW0nej0oSXSE1,2011-03-15,55,0.696,0.87,0.876,-3.566,0
Problems,Eureka,Mother Mother,0mFSV2Bawz8i9wnlc9eYme,2011-03-15,73,0.629,0.85,0.526,-3.653,0
Aspiring Fires,Eureka,Mother Mother,6IO9VY11nOl5k596L4mvFY,2011-03-15,48,0.605,0.748,0.492,-4.208,0
Oleander,Eureka,Mother Mother,5dn0Sn7oEwq5Q3Hg5C7W0s,2011-03-15,54,0.624,0.817,0.439,-4.403,0
Calm Me Down,Eureka,Mother Mother,1KhXD3tMhAWv2f461ZTVBj,2011-03-15,49,0.46,0.868,0.582,-4.489,0
Dread In My Heart,The Sticks,Mother Mother,0waMM1eY9MnO6I35XOmhHV,2012-09-18,48,0.615,0.436,0.626,-10.162,0
Infinitesimal,The Sticks,Mother Mother,4INlfWglM5I1CiNRpR8Krd,2012-09-18,54,0.776,0.712,0.956,-4.201,0
Bit By Bit,The Sticks,Mother Mother,5m2GbLVzyHEItJkKWpjdje,2012-09-18,54,0.633,0.744,0.515,-4.616,0
