name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
"The Queen Is Dead - Live in London, 1986",Complete,The Smiths,6qBzIbb2OkWMxYR2vvTM4B,2011-09-26,25,0.282,0.938,0.429,-6.51,0
"Panic - Live in London, 1986",Complete,The Smiths,7qipnU5LmMdRAWfYc9Oq3u,2011-09-26,28,0.479,0.825,0.677,-6.972,0
"Vicar in a Tutu - Live in London, 1986",Complete,The Smiths,05RdOfgGX9cPAyfFq4NATA,2011-09-26,24,0.451,0.955,0.598,-6.468,0
"Ask - Live in London, 1986",Complete,The Smiths,2lF5Xy1CAr8m9nNJUD4AwP,2011-09-26,28,0.356,0.926,0.781,-7.027,0
"His Latest Flame / Rusholme Ruffians - Live in London, 1986; Medley",Complete,The Smiths,6bgWFPgpILQNec2xRDnJkp,2011-09-26,25,0.393,0.948,0.669,-6.975,0
"The Boy with the Thorn in His Side - Live in London, 1986",Complete,The Smiths,6njpKuxBQFmX5gIrzhSULc,2011-09-26,27,0.497,0.873,0.784,-6.821,0
"Rubber Ring / What She Said - Live in London, 1986",Complete,The Smiths,0uyFUIc9wTDO1DQbN81n7K,2011-09-26,25,0.373,0.944,0.575,-5.42,0
"Is It Really so Strange? - Live in London, 1986",Complete,The Smiths,4eHoyfIS5niCD5OyWH1jfr,2011-09-26,24,0.515,0.876,0.543,-7.586,0
"Cemetry Gates - Live in London, 1986",Complete,The Smiths,5rFPfCk3BdrlZswqEFPjlx,2011-09-26,24,0.411,0.866,0.69,-7.018,0
"London - Live in London, 1986",Complete,The Smiths,0Kb0CChdWVsdSTiGbt2x9y,2011-09-26,24,0.349,0.977,0.191,-6.375,1
"I Know It's Over - Live in London, 1986; Extended Mix",Complete,The Smiths,0N4EDvtNAZQNzPshNORwtp,2011-09-26,25,0.234,0.673,0.345,-7.557,1
"The Draize Train - Live in London, 1986",Complete,The Smiths,2EvDqaughjonGihfePJvG6,2011-09-26,24,0.485,0.966,0.306,-6.812,0
"Still Ill - Live in London, 1986",Complete,The Smiths,1mexw3gP7Of9GeRyCe8C3m,2011-09-26,26,0.438,0.918,0.641,-7.075,0
"Bigmouth Strikes Again - Live in London, 1986",Complete,The Smiths,29xFO5rTKsna73VaVX1XBE,2011-09-26,26,0.36,0.963,0.319,-5.973,0
"William, It Was Really Nothing - 2011 Remaster",Complete,The Smiths,4Ti9EhcUVsDXo6FRDX9ChU,2011-09-26,28,0.517,0.939,0.487,-4.929,0
What Difference Does It Make? - John Peel Session 18/05/83,Complete,The Smiths,3fmRKDpB0AUrRzZom8dvzo,2011-09-26,27,0.371,0.962,0.457,-5.582,0
These Things Take Time - David Jensen Session 26/06/83,Complete,The Smiths,3UuT4K8WTughVxDN01agWN,2011-09-26,25,0.362,0.99,0.142,-4.893,1
Snow Globes,Snow Globes,"Black Country, New Road",3OM2VlABYKmzQRFVJuiQMy,2022-01-19,51,0.426,0.413,0.046,-10.308,1
Chaos Space Marine,Snow Globes,"Black Country, New Road",52jcx4i5owxlEXy1hYyYuV,2022-01-19,43,0.355,0.548,0.431,-8.937,1
Concorde,Snow Globes,"Black Country, New Road",7eJvbMU5XPEg2e8YHMdt9r,2022-01-19,42,0.564,0.284,0.316,-11.888,1
Bread Song,Snow Globes,"Black Country, New Road",3KwCuei6FiNSZUeRAoH2Na,2022-01-19,41,0.301,0.273,0.069,-13.935,1
Instrumental,For the first time,"Black Country, New Road",6muaqhrGvRop2JyxjwWHhX,2021-02-05,50,0.533,0.568,0.629,-8.633,0
"Athens, France",For the first time,"Black Country, New Road",4gb6bKMg61GGfbhPTifP8A,2021-02-05,51,0.371,0.441,0.0966,-10.936,1
Science Fair,For the first time,"Black Country, New Road",1Yd4xh2rgyiqhbvEGDjfTo,2021-02-05,48,0.555,0.667,0.253,-9.73,1
Sunglasses,For the first time,"Black Country, New Road",1sT5Wh3SVv6nhs7lgPEnkl,2021-02-05,50,0.474,0.412,0.114,-9.373,1
Track X,For the first time,"Black Country, New Road",6jezfOPKkARrn1J8AwHTE4,2021-02-05,53,0.476,0.378,0.304,-14.94,1
Opus,For the first time,"Black Country, New Road",0tg48LaufDT970brtDd7Pg,2021-02-05,47,0.245,0.403,0.0383,-10.182,1
Concorde,Concorde,"Black Country, New Road",4Lq00qcqHANbxFUeq2ORCk,2021-11-30,55,0.558,0.285,0.321,-11.89,1
Chaos Space Marine,Concorde,"Black Country, New Road",4OPFjDD0iSFhP2L6bieQNW,2021-11-30,40,0.354,0.545,0.433,-8.941,1
Bread Song,Concorde,"Black Country, New Road",0r7wKu8XV3xuei8ZnQq6si,2021-11-30,39,0.346,0.274,0.0695,-13.936,1
Chaos Space Marine,Chaos Space Marine,"Black Country, New Road",6kNYZ2Hf2QCpQhIuPxffkp,2021-10-12,47,0.354,0.548,0.439,-8.952,1
Bread Song,Bread Song,"Black Country, New Road",0BNI6GU1k6AnnAj3yPxEmy,2021-11-02,44,0.345,0.274,0.072,-13.932,1
Chaos Space Marine,Bread Song,"Black Country, New Road",2coyjAa1vtdDjjj9OFYaEY,2021-11-02,31,0.354,0.548,0.439,-8.952,1
John L,Cavalcade,black midi,5XtZpzK2QfBCRG93IQznkW,2021-05-26,50,0.366,0.869,0.0941,-5.989,1
Marlene Dietrich,Cavalcade,black midi,4G3Nsz59DuaAxM6C4E00K1,2021-05-26,50,0.602,0.434,0.463,-11.047,1
bmbmbm,Schlagenheim,black midi,3VRR4cKNiHC3CzY4iGj9XX,2019-06-21,48,0.605,0.678,0.347,-6.662,1
Chondromalacia Patella,Cavalcade,black midi,39rcIUEmwKXL3wgyWhTokV,2021-05-26,46,0.412,0.533,0.527,-10.11,1
Slow,Cavalcade,black midi,7i3vjpWqzThbgHKtieSH6w,2021-05-26,45,0.467,0.562,0.237,-9.67,1
Cloud Song,Suddenly,Caribou,4NE79e2fSo9s8HL7Ib37Sk,2020-02-28,28,0.72,0.242,0.494,-13.726,1
You and I,Suddenly,Caribou,2np2e0pDBBmUgcdItVb6d3,2020-02-28,46,0.732,0.524,0.445,-7.973,1
953,Schlagenheim,black midi,6TYqetg2GzbwdeDvLBZbZF,2019-06-21,44,0.272,0.909,0.245,-4.921,1
Cherry-coloured Funk,Heaven or Las Vegas,Cocteau Twins,37pKTyMwalomKCZjxTc2QZ,1990,70,0.49,0.652,0.339,-5.813,1
"Sea, Swallow Me",The Moon and the Melodies,Cocteau Twins,7vPHiwgCOAjSBRjAirbMvS,1986-11-10,67,0.454,0.673,0.827,-13.425,0
Heaven or Las Vegas,Heaven or Las Vegas,Cocteau Twins,0AxZUYeQ9bZwSdt1LmZuok,1990,66,0.202,0.804,0.418,-5.465,0
Lorelei,Treasure,Cocteau Twins,1ZnXuijpwEBjhNxpEnb8WH,1984-11-01,58,0.373,0.679,0.42,-9.195,1
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,1DXD0wVXXHwUYo9AXbcMMI,1990,57,0.478,0.821,0.975,-6.729,0
Lorelei,Treasure,Cocteau Twins,1MwGbyzRmPXWABLIdW8tzG,1984-11-01,0,0.387,0.669,0.414,-11.187,1
"Sea, Swallow Me",The Moon and the Melodies,Cocteau Twins,0EtYctBNJJ4IMNR7skKfm3,1986-11-10,0,0.452,0.676,0.83,-13.418,0
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,2vDC9iyQpY3EsioJD8pRiW,1990,54,0.481,0.694,0.374,-7.38,1
Iceblink Luck,Heaven or Las Vegas,Cocteau Twins,0Coai3QxvjCXWMhVN1hpgE,1990,54,0.396,0.812,0.5,-5.704,0
She Will Destroy You,The Moon and the Melodies,Cocteau Twins,5ilhZqIhXgfJyf3oyZNEzK,1986-11-10,0,0.146,0.429,0.115,-14.56,1
Fotzepolitic,Heaven or Las Vegas,Cocteau Twins,5SuIuaAjFbaxJq9W1qKGw2,1990,48,0.311,0.731,0.133,-7.213,1
Summerhead - Remastered 2006,Four Calender Cafe,Cocteau Twins,2IOCQhT0eWi9MP9Lp23rHt,1991-10-18,29,0.439,0.71,0.563,-6.366,0
Know Who You Are At Every Age - Remastered 2006,Four Calender Cafe,Cocteau Twins,4YSHoLncqj1lhwzrrwQ3hE,1991-10-18,36,0.585,0.675,0.634,-7.79,0
"Those Eyes, That Mouth",Lullabies To Violaine (Volume One),Cocteau Twins,6FaJAAYa9H2jPIvjXDIdH0,2006-02-13,46,0.401,0.675,0.27,-7.961,1
Sugar Hiccup,Head Over Heels,Cocteau Twins,28gz2W2KMsn1QnvojoWPqv,1983-10-31,47,0.0999,0.866,0.15,-10.024,1
Orange Appled,Stars And Topsoil - A Collection 1982-1990,Cocteau Twins,3V6f1LN3vnF663AZI10u3J,2000-10-16,27,0.404,0.816,0.492,-7.295,0
Ella Megalast Burls Forever,Blue Bell Knoll,Cocteau Twins,1Kam4zdb5LzaLqP04xXGMw,1988-09-19,38,0.333,0.651,0.393,-4.306,1
Millimillenary,The Pink Opaque,Cocteau Twins,4dsJJuAVPjyPwxFQpfJusg,1986-01-13,40,0.46,0.545,0.651,-12.406,0
Pandora (for Cindy),Treasure,Cocteau Twins,2Vqi1Si1dQjMtAZ79UreqL,1984-11-01,52,0.445,0.555,0.208,-9.919,1
Oil Of Angels - Remastered 2006,Four Calender Cafe,Cocteau Twins,2wiO1p6SuWwuV1n49JnVAN,1991-10-18,27,0.706,0.433,0.364,-9.207,1
Pearly-Dewdrops' Drops,Stars And Topsoil - A Collection 1982-1990,Cocteau Twins,6quWkdjaWC5OrskbKTbuMl,2000-10-16,40,0.394,0.696,0.521,-10.143,0
Cico Buff,Blue Bell Knoll,Cocteau Twins,4csSjpkgRI06CpVeYfIjwM,1988-09-19,41,0.511,0.566,0.363,-9.978,1
Squeeze-Wax - Remastered 2006,Four Calender Cafe,Cocteau Twins,0GO9J5i77h9ZU493ZCToWS,1991-10-18,28,0.463,0.684,0.632,-7.129,0
Crushed,Cocteau Twins Singles Collection,Cocteau Twins,2bCnqxQxFYyGf2sCdq8KrN,1991-11-04,40,0.478,0.588,0.351,-13.045,1
A Kissed Out Red Floatboat,Blue Bell Knoll,Cocteau Twins,4QsKqWO5pmbiuavCT1HNPn,1988-09-19,35,0.485,0.945,0.972,-3.757,0
Athol-brose,Blue Bell Knoll,Cocteau Twins,7rRs07dcAzpu4YwKmBQu4z,1988-09-19,38,0.247,0.625,0.354,-5.838,1
Magpie,Suddenly,Caribou,6sauyv7t4UDRPYqzDpM59D,2020-02-28,32,0.636,0.551,0.488,-15.67,1
Psycho Killer - 2005 Remaster,Talking Heads '77 (Deluxe Version),Talking Heads,1i6N76fftMZhijOzFQ5ZtL,1977-09-16,74,0.721,0.521,0.942,-8.123,0
This Must Be the Place (Naive Melody) - 2005 Remaster,Speaking in Tongues (Deluxe Version),Talking Heads,6aBUnkXuCEQQHAlTokv9or,1983-05-31,72,0.942,0.641,0.966,-10.15,0
Once in a Lifetime - 2005 Remaster,Remain in Light (Deluxe Version),Talking Heads,38Ngied9rBORlAbLYNCl4k,1980-10-08,71,0.644,0.919,0.871,-6.289,0
Burning Down the House,Burning Down the House / I Get Wild / Wild Gravity,Talking Heads,2VNfJpwdEQBLyXajaa6LWT,1983-06-01,66,0.779,0.87,0.555,-13.141,0
Road to Nowhere,Little Creatures,Talking Heads,5gS8whHdcpbkdz0qonQZF8,1985-07-10,56,0.661,0.713,0.632,-7.825,0
Boys Don't Cry,Three Imaginary Boys,The Cure,1QFh8OH1e78dGd3VyJZCAC,1979-05-11,77,0.462,0.836,0.671,-5.766,0
A Forest,Seventeen Seconds (Deluxe Edition),The Cure,0T6kwiueP62ten2KLLmQS4,1980-04-18,0,0.579,0.622,0.435,-11.285,1
Let's Go To Bed,Staring At The Sea - The Singles,The Cure,36MoryB9ZwIkF2rtVX1OsT,1986-01-01,39,0.8,0.747,0.676,-11.694,0
The Walk,Greatest Hits,The Cure,3YjrW1eYPTtcDwfGyDwdtn,2001-01-01,47,0.707,0.753,0.832,-6.554,0
The Lovecats,Japanese Whispers,The Cure,6q2T5xXao6mTS6LLE88L84,1983-01-01,62,0.747,0.571,0.965,-12.9,0
Inbetween Days,The Head On The Door,The Cure,4CRpOsjhvgxjF7rQufmyZ1,1985-08-26,66,0.546,0.836,0.735,-6.321,0
Close To Me,The Head On The Door (Remastered),The Cure,4xiyq1iRdsxuU1BPUJ490Z,1985-08-26,70,0.724,0.523,0.965,-11.139,0
Why Can't I Be You?,"Kiss Me, Kiss Me, Kiss Me",The Cure,4yvLuzn3JWfasEnHFVBbdM,1987-05-25,53,0.633,0.912,0.843,-7.31,0
Just Like Heaven,"Kiss Me, Kiss Me, Kiss Me",The Cure,5Qg8hWllFdbsu0Fp0Q5axn,1987-05-25,46,0.437,0.94,0.48,-6.946,0
Lullaby - Remastered,Disintegration (Deluxe Edition),The Cure,0ZYdUkAQmKHsaKRmq8tWSE,1989-05-02,62,0.719,0.553,0.573,-10.646,0
Lovesong - Remastered,Disintegration (Deluxe Edition),The Cure,2mIrfke7vosXAEWfz6ucyo,1989-05-02,68,0.611,0.791,0.856,-7.7,0
Never Enough,Greatest Hits,The Cure,6UgolctuOnKhe31mA4Xirx,2001-01-01,26,0.507,0.987,0.507,-3.874,0
High,Wish,The Cure,1jSSzUufGxJCzhSuJQaTrx,1992-04-21,0,0.624,0.713,0.792,-12.121,0
Friday I'm In Love,Wish,The Cure,20CNpCKq1oTdvekXaboyeq,1992-04-21,0,0.526,0.763,0.514,-12.663,0
Mint Car,Wild Mood Swings,The Cure,7qq2OOmApODpp23lPP7ds1,1996-05-06,47,0.617,0.945,0.788,-3.07,0
Wrong Number,Greatest Hits,The Cure,15x3PWxPj9L8oZyUfaJgAE,2001-01-01,24,0.555,0.965,0.49,-3.843,0
Cut Here,Greatest Hits,The Cure,5EXJR3VU8JqjTzsrF78QDr,2001-01-01,24,0.617,0.902,0.858,-3.775,0
Just Say Yes,Greatest Hits,The Cure,2qYtF5fdlcIHz9q1QNcidP,2001-01-01,22,0.618,0.963,0.578,-3.1,0
Drunk Walk Home,Bury Me At Makeout Creek,Mitski,0r7UEhhOH1DJQYVPJ1NwOQ,2014-11-11,8,0.331,0.358,0.325,-7.627,1
My Body's Made of Crushed Little Stars,Puberty 2,Mitski,0B5QveFYJv8jpcJe2G5wcF,2016-06-17,7,0.202,0.744,0.316,-8.248,1
Your Best American Girl,Puberty 2,Mitski,172rW45GEnGoJUuWfm1drt,2016-06-17,17,0.36,0.257,0.13,-9.655,1
Brand New City,Lush,Mitski,3PXTIwwI5dmlgrY0iYQq4J,2012-01-31,70,0.482,0.831,0.659,-5.956,0
Townie,Bury Me At Makeout Creek,Mitski,2HUIm4ZmwC5aIEQQakmgO4,2014-11-11,12,0.31,0.884,0.276,-3.484,0
Real Men,Lush,Mitski,5pf3AX7eqShjqkvD1CjMYA,2012-01-31,66,0.761,0.412,0.717,-8.283,0
Cop Car,Cop Car,Mitski,7DLCgotDOZZyiW4cuL1sgn,2020-01-21,58,0.442,0.672,0.182,-6.218,1
Happy,Puberty 2,Mitski,4gklLwfCAKbm5mqheWWsSt,2016-06-17,7,0.601,0.514,0.041,-10.87,1
Eric,Lush,Mitski,5d5aQIaGhT7WKDjokdKek0,2012-01-31,57,0.291,0.239,0.0391,-11.335,1
A Pearl,Be the Cowboy,Mitski,3udrjWCXCBotzU2uQ05Zmx,2018-08-17,19,0.225,0.639,0.226,-4.034,1
Bag of Bones,Lush,Mitski,1XDusI9Tc8F0gjPlKYYzez,2012-01-31,63,0.429,0.24,0.323,-13.338,1
Square (Solo Piano Version),"Retired from Sad, New Career in Business",Mitski,4w550INDhXkaG2cmCysKRg,2013-08-01,51,0.22,0.421,0.498,-8.799,1
Nobody,Be the Cowboy,Mitski,6bTn1ovliI0OkjUNkiMBJq,2018-08-17,30,0.398,0.716,0.494,-5.254,0
Shame,"Retired from Sad, New Career in Business",Mitski,3khxaYbENFyUIFz7MsAliU,2013-08-01,57,0.309,0.181,0.0699,-13.05,1
"Goodbye, My Danish Sweetheart","Retired from Sad, New Career in Business",Mitski,3iDMNG7MD7uCPMxBOa66ZI,2013-08-01,70,0.652,0.435,0.473,-6.586,1
Remember My Name,Be the Cowboy,Mitski,5sjIep4bUSbwGOlkFaWKhy,2018-08-17,8,0.326,0.691,0.597,-2.999,0
Fireworks,Puberty 2,Mitski,5ZGaGCHi0YrSvsjj6QwETb,2016-06-17,10,0.217,0.304,0.135,-11.238,1
Liquid Smooth,Lush,Mitski,3UChNf9rb9hJZvOcU9HCTb,2012-01-31,69,0.356,0.342,0.116,-9.469,1
Lonesome Love,Be the Cowboy,Mitski,5hgWjrfgnDb29uCaQ1UovU,2018-08-17,8,0.376,0.729,0.214,-7.336,1
Why Didn't You Stop Me?,Be the Cowboy,Mitski,6yReUDu8b6PDNdLc0Z0djO,2018-08-17,15,0.607,0.86,0.556,-5.21,0
A Loving Feeling,Puberty 2,Mitski,7rWGO6nfsDwHTqYrHP9eSh,2016-06-17,6,0.331,0.748,0.338,-8.685,1
Washing Machine Heart,Be the Cowboy,Mitski,4Ys8jQvZOISzmp34BsImRf,2018-08-17,33,0.617,0.821,0.581,-4.085,0
Carry Me Out,Bury Me At Makeout Creek,Mitski,0zXDEhxZ02tdfIyAYAf4QL,2014-11-11,10,0.154,0.382,0.113,-8.717,1
Jobless Monday,Bury Me At Makeout Creek,Mitski,1XXA4Lok0sIaeHdCPkkCxD,2014-11-11,10,0.433,0.442,0.203,-11.217,1
Blue Light,Be the Cowboy,Mitski,2FBtdx9H4LuNlQ4NkUSf4l,2018-08-17,6,0.297,0.417,0.173,-6.34,1
Dan the Dancer,Puberty 2,Mitski,4AZdhSWmNLsJeh9jiZAXlR,2016-06-17,5,0.468,0.688,0.64,-8.177,0
Geyser,Be the Cowboy,Mitski,6lMMiFxOnNZBEJFc4UQPwS,2018-08-17,9,0.264,0.61,0.152,-4.904,1
Me and My Husband,Be the Cowboy,Mitski,5ErtQGRKEibK2WHaA729O8,2018-08-17,26,0.497,0.639,0.766,-5.31,0
Strawberry Blond,"Retired from Sad, New Career in Business",Mitski,3eGsNpXzcb1BDkfSJI54NY,2013-08-01,69,0.553,0.545,0.943,-8.299,0
Texas Reznikoff,Bury Me At Makeout Creek,Mitski,6MjiSBqVWiJCki6aUWV7h7,2014-11-11,7,0.297,0.263,0.37,-9.752,1
Pink in the Night,Be the Cowboy,Mitski,5Yb82JrDj09gQHQtjWgYYo,2018-08-17,14,0.262,0.398,0.11,-9.509,1
A Horse Named Cold Air,Be the Cowboy,Mitski,3UCVQ8kRYO9959JugQamqn,2018-08-17,5,0.291,0.0826,0.119,-14.668,1
First Love / Late Spring,Bury Me At Makeout Creek,Mitski,1Ac5BDsGUMQ3tsW2vnc52x,2014-11-11,28,0.443,0.545,0.104,-8.196,1
Francis Forever,Bury Me At Makeout Creek,Mitski,6gpSU2C1VJq0xaVIGtQPVi,2014-11-11,21,0.535,0.448,0.32,-9.167,1
Old Friend,Be the Cowboy,Mitski,5wmn1zWhSSDLUmLLwYO9Rj,2018-08-17,9,0.577,0.448,0.327,-9.126,1
Come into the Water,Be the Cowboy,Mitski,20heAqI3ysB8CjwBMCx6PD,2018-08-17,7,0.395,0.375,0.353,-10.614,1
I Will,Bury Me At Makeout Creek,Mitski,0eYmkWPJqioxUgSh9pVzS5,2014-11-11,12,0.533,0.306,0.261,-13.659,1
Abbey,Lush,Mitski,6fJhF2zdKgCSO3E4JcvVER,2012-01-31,60,0.511,0.204,0.254,-9.117,1
Thursday Girl,Puberty 2,Mitski,3i8N6pqmAAPPxW7RMgT400,2016-06-17,5,0.398,0.4,0.0512,-13.011,1
Door,Lush,Mitski,3DUlkvCTUGXiwqFuBoircZ,2012-01-31,54,0.361,0.0922,0.39,-13.796,1
A Burning Hill,Puberty 2,Mitski,0Ii6Ec7qLQqniKG4Bgfl8J,2016-06-17,13,0.464,0.19,0.104,-14.978,1
Once More to See You,Puberty 2,Mitski,4NUzTA6zllnTaZRidrd9NI,2016-06-17,11,0.539,0.409,0.334,-13.654,1
Crack Baby,Puberty 2,Mitski,3bNNk3657B2DoKewtTqYj3,2016-06-17,10,0.234,0.552,0.0562,-11.909,1
Humpty,"Retired from Sad, New Career in Business",Mitski,4is2lDOSQPmYzvxY33dX40,2013-08-01,62,0.339,0.286,0.243,-12.255,1
Circle,"Retired from Sad, New Career in Business",Mitski,6ihP7iEFdyiOYX9wkkmh77,2013-08-01,54,0.23,0.248,0.0473,-11.927,1
Pearl Diver,Lush,Mitski,1AawyOAUCnID3AiuXsL5oB,2012-01-31,62,0.346,0.152,0.175,-11.312,1
"Because Dreaming Costs Money, My Dear","Retired from Sad, New Career in Business",Mitski,2DWf9b143xSKlm7ZWn4nVP,2013-08-01,62,0.355,0.169,0.196,-13.837,1
Square,"Retired from Sad, New Career in Business",Mitski,1YKy9m6mpAxJTM3fDLbKAm,2013-08-01,56,0.277,0.198,0.106,-12.21,1
I Don't Smoke,Bury Me At Makeout Creek,Mitski,42lQlyLSQR3qLTu4FOMqHY,2014-11-11,8,0.135,0.54,0.233,-7.108,1
I Want You,"Retired from Sad, New Career in Business",Mitski,4Phnrzy56Yt0VNooKCwr3p,2013-08-01,74,0.286,0.292,0.0635,-11.294,1
Last Words of a Shooting Star,Bury Me At Makeout Creek,Mitski,0zCm4JTVBuIWSSL8rMUChT,2014-11-11,16,0.393,0.167,0.0961,-19.024,1
I Bet on Losing Dogs,Puberty 2,Mitski,3uS7pHvPRtJlyukzNZGpcO,2016-06-17,25,0.399,0.496,0.386,-9.561,1
Wife,Lush,Mitski,0uZ9Cop3w5BIkNrMwy2uOL,2012-01-31,59,0.376,0.101,0.231,-14.451,1
Class of 2013,"Retired from Sad, New Career in Business",Mitski,4N2ibi4kcH4D5ZYYvMiKsg,2013-08-01,69,0.44,0.22,0.122,-10.638,1
Two Slow Dancers,Be the Cowboy,Mitski,18Zr5WWu7X9LVool3pJRum,2018-08-17,13,0.225,0.106,0.0535,-13.166,1
Oh Ana,Touch Up,Mother Mother,45i70K1PefHafKui2WxH0M,2007-05-08,73,0.512,0.525,0.337,-7.152,1
Love And Truth,Touch Up,Mother Mother,2VW4ebvVY5MbqsErlhunfr,2007-05-08,45,0.651,0.356,0.532,-9.65,1
Legs Away,Touch Up,Mother Mother,5pGplPcPXARnv6OVldJfAx,2007-05-08,45,0.62,0.57,0.351,-6.125,1
Verbatim,Touch Up,Mother Mother,266Vb7ItE3o1q8HdJ9QOvn,2007-05-08,76,0.827,0.58,0.492,-6.809,0
O My Heart,O My Heart,Mother Mother,5CXqYKQgAy2U1p8JeyLgwo,2008-09-23,57,0.714,0.858,0.603,-5.035,0
Burning Pile,O My Heart,Mother Mother,0zMAvsQmaQ4DGsmXtKixpn,2008-09-23,80,0.516,0.755,0.165,-3.724,1
Wisdom,O My Heart,Mother Mother,0p6UtCJowkcj4IXuQiOTQp,2008-09-23,55,0.547,0.614,0.233,-5.801,1
Body,O My Heart,Mother Mother,0VmREvheUiN0xgM5fJYQqp,2008-09-23,72,0.596,0.633,0.473,-3.602,0
Ghosting,O My Heart,Mother Mother,3vZUC1m6QVm7urnN6lcF64,2008-09-23,70,0.606,0.618,0.237,-5.1,1
Hayloft,O My Heart,Mother Mother,2kS6td1yvmpNgZTt1q5pQq,2008-09-23,82,0.527,0.922,0.49,-2.666,0
Wrecking Ball,O My Heart,Mother Mother,2y51QpLzI5qbWfCcSx9Tu1,2008-09-23,66,0.664,0.797,0.284,-4.473,0
Arms Tonite,O My Heart,Mother Mother,1rRwwqteLePmi70PGaC8ah,2008-09-23,76,0.687,0.646,0.323,-3.841,1
Sleep Awake,O My Heart,Mother Mother,1cSgnOFHPaWp6b3FHOjmP5,2008-09-23,52,0.299,0.469,0.0592,-6.488,1
The Stand,Eureka,Mother Mother,6HSbHJSeDXW0nej0oSXSE1,2011-03-15,55,0.696,0.87,0.876,-3.566,0
Problems,Eureka,Mother Mother,0mFSV2Bawz8i9wnlc9eYme,2011-03-15,73,0.629,0.85,0.526,-3.653,0
Aspiring Fires,Eureka,Mother Mother,6IO9VY11nOl5k596L4mvFY,2011-03-15,48,0.605,0.748,0.492,-4.208,0
Oleander,Eureka,Mother Mother,5dn0Sn7oEwq5Q3Hg5C7W0s,2011-03-15,54,0.624,0.817,0.439,-4.403,0
Calm Me Down,Eureka,Mother Mother,1KhXD3tMhAWv2f461ZTVBj,2011-03-15,49,0.46,0.868,0.582,-4.489,0
Dread In My Heart,The Sticks,Mother Mother,0waMM1eY9MnO6I35XOmhHV,2012-09-18,48,0.615,0.436,0.626,-10.162,0
Infinitesimal,The Sticks,Mother Mother,4INlfWglM5I1CiNRpR8Krd,2012-09-18,54,0.776,0.712,0.956,-4.201,0
Bit By Bit,The Sticks,Mother Mother,5m2GbLVzyHEItJkKWpjdje,2012-09-18,54,0.633,0.744,0.515,-4.616,0
Little Pistol,The Sticks,Mother Mother,0rPsA6WNBe8BdSgth2z0HG,2012-09-18,61,0.295,0.478,0.17,-7.844,1
Worry,No Culture (Deluxe),Mother Mother,4oeROCp57LkND2WeInbc5W,2017-02-10,43,0.553,0.412,0.132,-8.909,1
Get Up,Dance And Cry,Mother Mother,3kwYRbe9Cy59CSHyAvBiKr,2018-11-02,46,0.726,0.846,0.755,-5.572,0
It's Alright,Dance And Cry,Mother Mother,1NCZMAnGrzUmpBzkBlJjNw,2018-11-02,64,0.711,0.382,0.62,-10.146,0
Time (You and I),Mordechai,Khruangbin,0S3BtG3i5tkQmehJhIhHF3,2020-06-26,67,0.751,0.49,0.923,-13.684,0
White Gloves,The Universe Smiles Upon You,Khruangbin,4AKUOaCRcoKTFnVI9LtsrN,2015-11-06,66,0.635,0.3,0.772,-13.957,0
Texas Sun,Texas Sun,Khruangbin,24ntSW3QVJzR79lHAAOTaY,2020-02-07,74,0.636,0.634,0.599,-10.01,0
B-Side,B-Side,Khruangbin,0Hm61sSVBycsO5Se5mbKdu,2021-12-08,70,0.73,0.735,0.693,-10.572,0
So We Won't Forget,Mordechai,Khruangbin,4HpFU6eMThgW6Cael5AwYy,2020-06-26,65,0.641,0.413,0.967,-13.212,0
People Everywhere (Still Alive),The Universe Smiles Upon You,Khruangbin,2OQ1V0e2O56AeIo4ywuYKF,2015-11-06,65,0.551,0.648,0.807,-13.088,0
Midnight,Texas Sun,Khruangbin,7pnVHbcqbmP7LA1ey3ydvu,2020-02-07,66,0.667,0.556,0.692,-8.921,0
Chocolate Hills,Chocolate Hills,Khruangbin,1No3OKWvdgtctLvSKQcREg,2022-01-19,70,0.661,0.281,0.218,-11.854,1
Pelota,Mordechai,Khruangbin,6FNdzxV9g4NaINrejBTPUi,2020-06-26,62,0.688,0.646,0.961,-11.76,0
Two Fish and an Elephant,The Universe Smiles Upon You,Khruangbin,2kGMBOPXMtb9gxzVYdplg9,2015-11-06,62,0.452,0.579,0.929,-11.085,0
Summer Madness,Summer Madness,Khruangbin,7fpiYh33Xph4OPj8gS8jL0,2020-10-28,58,0.504,0.323,0.453,-12.442,1
A Calf Born in Winter,A Calf Born in Winter,Khruangbin,230tKtsKM3eigmK2CtssAO,2014-05-26,57,0.513,0.393,0.513,-13.338,1
Connaissais de Face,Mordechai,Khruangbin,0ibpvxLcFccvQJd0SjdUvW,2020-06-26,60,0.641,0.454,0.972,-12.553,0
Dern Kala,The Universe Smiles Upon You,Khruangbin,47FmTHqPWGWEfbgDpLjvCt,2015-11-06,61,0.632,0.646,0.671,-11.398,0
August 10,Con Todo El Mundo,Khruangbin,574ILV8PiK3CpAUMVz7nNM,2018-01-26,56,0.597,0.402,0.744,-12.585,0
The Number 4,The Infamous Bill,Khruangbin,0Jx3En8dPUt53P1gXyaOLZ,2014-10-13,53,0.632,0.396,0.885,-12.926,0
